"","C03-C","C03-R","C03-S","C09-C","C09-R","C09-S","A33-C","A33-R","A33-S"
"GOBP_EMBRYONIC_CAMERA_TYPE_EYE_FORMATION",0.143161037805957,-0.631839894168727,-0.576598518312406,0.237193013519409,0.21315571296799,0.353033888722273,-0.0175009644720115,0.332155487541781,-0.0761337138914421
"GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION",0.27493495704624,-0.527080586276421,-0.268882148736222,0.28525306573893,0.362320599511703,0.29093050524084,-0.323492068832242,-0.150126188582888,-0.294675096169732
"GOBP_CARDIAC_CELL_FATE_COMMITMENT",-0.0640099374755366,-0.227449623433279,-0.398215514998864,0.298594886848142,0.304774385938079,0.252093975871023,0.0273887626412812,-0.00568175856244349,0.00847653186150768
"GOBP_HEART_FORMATION",-0.151779463228308,-0.494209494488453,-0.424429376692262,0.416748662234636,0.260743200521592,0.213407940688083,-0.0217679766338057,-0.153780169440531,0.354072614737872
"GOBP_MESENCHYMAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_DEVELOPMENT",0.0802794611964999,-0.23007013809191,-0.473828214809667,0.105263326874944,0.262254929362183,0.258508645032872,0.142745709828383,-0.1105377662897,-0.181727579117144
"GOBP_CARDIAC_PACEMAKER_CELL_DIFFERENTIATION",-0.111853078984625,-0.158133359211551,-0.298345313851508,0.204913244278683,0.353787350299295,0.396677123527447,0.0763615680997478,-0.167264620824584,0.0770853345175414
"GOBP_SINOATRIAL_NODE_CELL_DIFFERENTIATION",0.371742290328066,-0.563781066310233,-0.461280405313771,0.412752557971001,0.64776596980749,0.441319787361531,-0.505068361660797,-0.6547158719755,0.437195118361771
"GOBP_CARDIAC_MUSCLE_CELL_FATE_COMMITMENT",-0.250116940855412,0.0438745010092346,-0.319311155956019,0.20327513198946,0.459561977049954,0.206219808378756,0.0900655200890045,0.151073593902389,-0.144017698458634
"GOBP_SINOATRIAL_NODE_CELL_DEVELOPMENT",0.313971448124428,-0.65018169224148,-0.634997720120145,0.43940462074998,0.62218663219837,0.52965575455053,-0.302785801858598,-0.565842574694439,0.488203553937089
"GOBP_CARDIAC_FIBROBLAST_CELL_DIFFERENTIATION",0.108949067621053,-0.263169102805706,0.0159710863019992,0.510401381827667,0.540829369711416,0.196857733438141,-0.504632192741764,-0.29568626794676,-0.426148603711085
"GOBP_CARDIAC_VASCULAR_SMOOTH_MUSCLE_CELL_DIFFERENTIATION",-0.167938912505161,-0.494545162861974,-0.588697445927127,0.138699270385662,0.505942547335686,0.354527992120959,0.208225271471151,-0.0641787751976899,0.0839315184681673
"GOBP_ENDOCARDIAL_CELL_DIFFERENTIATION",0.287182637405011,-0.160098425348253,-0.420245924328208,-0.307031290400132,-0.0839055773916682,0.387955275114791,0.17878743930845,0.167132641292916,0.228327235865717
"GOBP_REGULATION_OF_GENE_SILENCING_BY_RNA",-0.317436942429188,-0.131550825314484,-0.412359646530203,-0.0923569502605011,0.0299268337060116,-0.226843131962852,0.261696004802383,0.361034845991534,0.273665981378417
"GOBP_EMBRYONIC_HEART_TUBE_LEFT_RIGHT_PATTERN_FORMATION",0.018584460948904,0.115317275397127,0.0206251649491616,0.0413368893349287,0.494810512565472,0.218814854228849,-0.415824787389244,-0.308942993885806,-0.0680090204455304
"GOBP_CELL_MIGRATION_INVOLVED_IN_HEART_DEVELOPMENT",0.112693403661323,-0.318759127576237,-0.321570153718093,0.422365402901772,0.246351509911814,0.439697095433889,-0.297320840664231,-0.354897567003939,0.169079667050151
"GOBP_CORONARY_VASCULATURE_DEVELOPMENT",0.0234068530518239,-0.243669204976391,-0.341640647338881,0.140899082446841,0.0494432762238282,0.153188814362825,-0.0672725499621481,0.123016764464247,0.192262933952914
"GOBP_CORONARY_VASCULATURE_MORPHOGENESIS",-0.179172447466585,-0.394301209104559,-0.472444806199163,0.203184269248216,-0.113667306916485,0.178717430898675,0.0704829115638662,0.246287544944794,0.433913677611642
"GOBP_ANGIOGENESIS_INVOLVED_IN_CORONARY_VASCULAR_MORPHOGENESIS",-0.435649608302457,-0.439637401860045,-0.725745740223772,0.556061896222151,0.327989415701419,0.382686449080895,0.0762015434272542,0.354723415839079,0.380449901277798
"GOBP_VASCULOGENESIS_INVOLVED_IN_CORONARY_VASCULAR_MORPHOGENESIS",-0.253065119417977,-0.53027211658036,-0.531775637548084,-0.0370818831306648,-0.18479907891525,0.411480303206562,0.786807724184703,0.407764685952661,0.0466628675600318
"GOBP_CORONARY_ARTERY_MORPHOGENESIS",0.184053363016138,-0.278498009418604,-0.539258372511013,-0.108942670540441,-0.243668619243336,-0.0779177973286464,0.187565731066267,0.282075170221372,0.671262686266637
"GOBP_ENDOCRINE_HORMONE_SECRETION",0.281878343461311,-0.136698699667782,0.0346666556532103,0.130949498033207,0.026771708627389,-0.0156124421178425,-0.23167770924763,-0.0507576112133457,0.0435491569048939
"GOBP_KIDNEY_MORPHOGENESIS",0.0717607165474161,-0.436630238612439,-0.362533615660958,0.188240553213805,0.377879900360833,0.245053921579738,-0.285901527053079,-0.223200985242364,0.304634921416677
"GOBP_DENDRITIC_SPINE_DEVELOPMENT",0.240894449610459,0.47436580912376,0.325871397636533,-0.486364022765205,-0.408152826825327,-0.255151069087757,-0.193628913501191,0.02281206155781,0.225886750761191
"GOBP_DENDRITIC_SPINE_MORPHOGENESIS",0.230272367781844,0.532308505350401,0.390950387136161,-0.50060830485152,-0.415721260349274,-0.259878927054716,-0.311674255049363,-0.0479001354850272,0.207880488155443
"GOBP_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT",0.236531408799155,0.52585733014142,0.356441260749999,-0.521836850194792,-0.437260904198729,-0.206430288568455,-0.200178414740188,0.00167377757352175,0.237284582510313
"GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT",0.0817262734770551,0.521441992805612,0.308981113671288,-0.530965326469493,-0.343095171574945,-0.205440123622039,-0.222631869904232,0.0906298092568291,0.231317181359245
"GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT",0.430168602269614,0.422334965923119,0.421738591392334,-0.594080899505157,-0.307599878758643,-0.255943073941219,-0.180937288598291,-0.00614696963413275,0.294720264963584
"GOBP_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS",0.287660916489007,0.58291368640523,0.450487299542131,-0.542833881828399,-0.440059014015009,-0.259872762278337,-0.322415585522459,-0.163718881252541,0.120347211769096
"GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS",0.47597293337119,0.641985318925427,0.645563921621087,-0.705849741768999,-0.19284352003602,-0.344995456224385,-0.412657175971475,-0.253904639299858,-0.0680931448477688
"GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS",0.133173524363367,0.567121452454835,0.377487520143042,-0.551417611469897,-0.421860486545788,-0.290084942710669,-0.343642829985821,0.0735629301789407,0.214637142293394
"GOBP_PATTERN_SPECIFICATION_INVOLVED_IN_KIDNEY_DEVELOPMENT",-0.266332443599784,-0.776818753133415,-0.47776971040327,0.176312980437603,0.666347288662459,0.441211536378573,-0.198092701598098,0.0142222753171273,0.646092825580814
"GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT",0.187533198602964,-0.405118760762694,-0.259662159252778,0.130265720627207,0.29135418500096,0.228354192685731,-0.151236695463999,-0.217211468786804,0.315419767086311
"GOBP_HEPATICOBILIARY_SYSTEM_DEVELOPMENT",-0.00446378467900066,-0.333350502735859,-0.328799527007694,-0.00109321375050453,0.157354186074311,0.174820970171065,0.0794847924941273,-0.0796149250638898,0.1082285655121
"GOBP_COMMON_BILE_DUCT_DEVELOPMENT",-0.349091898475761,-0.730271454166484,-0.761006610523565,0.455693582435653,-0.277369036912712,0.509590116308073,0.623225197839409,0.381665537747165,0.123740719454566
"GOBP_REGULATION_OF_MRNA_CATABOLIC_PROCESS",-0.114125488824673,0.148943291488323,-0.232563179943344,-0.339916384297764,-0.310680630475565,-0.335428128374189,0.424999595305802,0.390765589250175,0.0682036841820053
"GOBP_MEMBRANE_ORGANIZATION",-0.0623068009319528,0.192281897429611,-0.068664753724733,-0.189561551912111,0.0908972776760271,-0.27484798208432,-0.0810359718178243,0.0765806744726465,-0.17380196473627
"GOBP_MEMBRANE_FUSION",-0.00313080427372939,0.316999502795672,0.0478163889262382,-0.311565065423866,0.0493473776559659,-0.256337422727002,-0.0893903961361582,0.119546700126868,-0.276578889601729
"GOBP_CARDIAC_MUSCLE_TISSUE_REGENERATION",0.467674614145862,-0.599853595472291,-0.437913428422441,0.536095774369037,-0.0195521919802061,0.39594146449961,-0.384525191631517,-0.45456458913919,-0.0696568004200674
"GOBP_ESTABLISHMENT_OF_ENDOTHELIAL_BARRIER",-0.100338574538421,-0.119119258746652,-0.220698690894897,-0.00301793586920501,-0.093253098040666,0.0685666130840032,0.0818365497456151,0.0718672185963834,-0.0375478617349813
"GOBP_EYELID_DEVELOPMENT_IN_CAMERA_TYPE_EYE",0.0905517161508935,-0.00422108652454709,-0.148488260954975,-0.173390224965407,0.121134573639489,-0.19979183526735,-0.306497886492351,0.136421775061533,0.0301525602449973
"GOBP_REGULATION_OF_CARTILAGE_DEVELOPMENT",-0.107534820733067,-0.44416225280603,-0.402113550109666,0.323733066798524,0.319781903520234,0.17052197365518,-0.114931241983137,-0.08841568593755,0.130684353922639
"GOBP_POSITIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT",0.0382506056258925,-0.514920094977828,-0.385515196827128,0.18190485483945,0.27977120930744,0.098346130530454,-0.0622208234606892,-0.0860690202827082,0.268400104297469
"GOBP_NEGATIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT",-0.263936238798889,-0.532620121693348,-0.49608932623998,0.465319353657364,0.467457211703437,0.266454203366405,-0.133034215903814,-0.0963132775484953,0.00086613312623951
"GOBP_UTERUS_MORPHOGENESIS",0.219102192685447,-0.346261726552371,-0.239579647959887,-0.27732801702218,-0.444791996837159,-0.135216713016175,0.167072838370596,0.477829405032861,0.310181102896569
"GOBP_REGULATION_OF_WOUND_HEALING",0.0671648706561025,-0.158904173885593,-0.157403472396142,0.332639022681702,0.356259559579745,0.361669988712392,-0.351972303936497,-0.31104880811076,-0.301192464805091
"GOBP_VASCULAR_WOUND_HEALING",-0.0465509693925432,-0.582763315298231,-0.41611433690797,0.636087933680743,0.325490510702411,0.481596477888337,-0.385880690960393,-0.349660268819401,-0.0852112693074579
"GOBP_REGULATION_OF_VASCULAR_WOUND_HEALING",0.374171058190395,-0.546673738118517,-0.208116108619073,0.657713012591083,0.39834357529394,0.59940422966113,-0.508431348854164,-0.385397780263029,-0.224815790677379
"GOBP_NEGATIVE_REGULATION_OF_VASCULAR_WOUND_HEALING",0.0272643909040444,-0.628060034242279,-0.204486986784917,0.871376724302624,0.28617114684817,0.718319552296022,-0.619509841796542,-0.12725562723849,-0.225033375153372
"GOBP_NEGATIVE_REGULATION_OF_WOUND_HEALING",-0.0269280013367509,-0.0930501360079625,-0.101522995154488,0.356340041840411,0.378611783149113,0.440546798827777,-0.478702192364978,-0.398912849384877,-0.320061132016728
"GOBP_REGULATION_OF_BRANCHING_INVOLVED_IN_LUNG_MORPHOGENESIS",-0.180624935035295,-0.683116685115943,-0.314101317178418,0.440659316978303,0.482996101337501,0.454705253354871,-0.153414976170767,-0.1689940433316,0.18725729788976
"GOBP_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT",0.267776448304026,-0.0739448099793963,0.240661854841682,-0.135226595974173,-0.205240263186266,0.231950326566583,-0.348465930482534,-0.345301569359631,-0.128656455363635
"GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT",0.427892050356293,-0.130457410123288,0.0349908372687128,0.171556428510942,-0.371199482790789,0.580251367510367,-0.668579182798042,-0.192305692502985,0.322109133679351
"GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT",0.224967230343021,-0.0111058763623161,0.20453797911045,-0.235731109217682,-0.167036581254974,0.14308449984282,-0.192595007370055,-0.356577161715171,-0.340878261431886
"GOBP_SOMITE_DEVELOPMENT",0.0187999128213696,-0.305142516601083,-0.303357062735454,-0.086532817696569,0.0635308173655456,0.11077424982111,0.136818872478055,0.0933986279766608,0.296634906533774
"GOBP_MUSCLE_STRUCTURE_DEVELOPMENT",-0.0303685516417475,-0.172350501646421,-0.22254324890738,0.00837483866675434,0.102762350174853,0.0362756450737407,0.00324808662394058,0.00587960832482337,0.0944179882545413
"GOBP_IRIS_MORPHOGENESIS",-0.0325118916936114,-0.642580888034577,-0.497939416360394,0.489154961729221,0.0127704759306717,0.432226287444779,-0.116034065377579,-0.134792113445699,0.451906049333095
"GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING",-0.316084235809594,-0.0390551310907106,-0.376568449498624,-0.236672196380557,0.204931714457865,-0.459249269496534,0.44687254960246,0.221441729730091,-0.0426980357691281
"GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE",0.24633946000586,-0.342661194016628,-0.236202583966158,-0.0816131745388492,0.124536332195152,0.103907953978188,-0.0101956470587341,0.0824968340446485,-0.102899850570185
"GOBP_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION",0.145939341191667,-0.365777570123128,-0.2738694486833,0.0631142998309073,0.297096912578812,0.103335424904065,-0.057054544711921,-0.015162830400417,-0.162185388807575
"GOBP_REGULATION_OF_HISTONE_H3_K27_METHYLATION",-0.5290601550605,-0.489122300364026,-0.360735689685558,-0.160564938303402,-0.280518796076154,0.357781604918684,0.571396875387957,-0.0951324055272558,0.525200651916876
"GOBP_POSITIVE_REGULATION_OF_HISTONE_H3_K27_METHYLATION",-0.412096479587823,-0.421622851735913,-0.388687434158528,-0.511897505003918,-0.701432455837809,0.151945871623818,0.668294502662104,0.11438602531938,0.595673282719762
"GOBP_REGULATION_OF_SEQUESTERING_OF_ZINC_ION",0.0323693156413449,0.360568008388212,0.678474326557467,0.427678360100933,0.665466508048778,-0.287238199710954,-0.681184058498493,-0.585795856012807,-0.651472329848929
"GOBP_REGULATION_OF_PHOSPHOLIPID_TRANSLOCATION",0.446125251229306,0.554977385737887,0.640647476383316,-0.243304956111056,-0.567944972958343,-0.256965949568099,0.0151039802358527,-0.334229082939461,-0.655766557934611
"GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPID_TRANSLOCATION",0.524914972326007,0.534429526371379,0.719935740123373,-0.279810504479611,-0.671600738546121,-0.43632910686438,0.356696826460971,-0.01431139146071,-0.596452471326893
"GOBP_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY",0.0837000835818367,0.327262933537165,0.0778326926981517,-0.103385541691156,-0.0306509218363507,-0.0648920364689543,-0.291567572818267,-0.0318413477246654,-0.310592543617703
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY",0.171367313328901,0.236826920663792,0.195027541635813,0.010279898044948,-0.0271975122883394,0.153922869039209,-0.457292726602355,-0.13262115052131,-0.298281817958287
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY",-0.117383184402638,0.419808831830031,-0.0141947326550512,-0.236555846628748,-0.0560277385808283,-0.320863415086728,-0.0381328135329456,0.182613434939234,-0.305919363517583
"GOBP_NEUROENDOCRINE_CELL_DIFFERENTIATION",0.510141585283389,-0.580586059740824,-0.38137453547934,-0.154703495497564,0.341515775097858,0.154291436291124,-0.0891232230057787,-0.208325243512179,0.530749389478737
"GOBP_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS",0.0180389651345834,0.300455663665457,-0.0922361938493884,-0.408496937507132,0.0154665264179692,-0.440941114593477,0.223056381659076,0.187928365761766,-0.0756503989654932
"GOBP_LUNG_SECRETORY_CELL_DIFFERENTIATION",0.457764865538039,-0.307815562799421,0.185681616288259,-0.446820306788113,0.274491340830279,0.0172634182121513,-0.0901501755444474,0.0497716543756918,0.129017209647585
"GOBP_PULMONARY_ARTERY_MORPHOGENESIS",0.261045049749493,-0.556269296892895,-0.644144347860067,-0.113665627957843,0.0342760937507104,-0.09670646894216,0.17022803988232,0.0314539411303998,0.561400690582536
"GOBP_3_UTR_MEDIATED_MRNA_DESTABILIZATION",-0.133752687636222,0.193634797505611,0.0637911044752208,-0.13278828583009,-0.200713149633836,-0.217816839145269,0.123827300987358,0.0232362466924191,0.066117825583293
"GOBP_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS",-0.0671586749252072,0.182869806397159,0.242377439197635,-0.191782231574432,0.0604988661992727,-0.196096963383168,-0.160257091697371,-0.17251504574035,-0.0101174868992304
"GOBP_NEGATIVE_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS",0.242291975283853,0.0326323896187576,-0.0231651583061056,-0.394667290563349,-0.156686152710944,-0.237144358885391,-0.149585246931855,0.528759109213243,-0.341336090596951
"GOBP_MAMMARY_GLAND_EPITHELIUM_DEVELOPMENT",0.106134397212035,-0.312856334578549,-0.302415039700917,0.178808550069767,0.216261843089174,0.208978208258295,-0.188644412040409,-0.230901938902736,0.134061411083584
"GOBP_REGULATION_OF_CHONDROCYTE_DEVELOPMENT",-0.675178892393835,-0.593022000085683,-0.636596331239466,0.298130825703935,0.704852986061605,0.237521791970074,-0.283649978889296,-0.0781851144805268,0.490448747375193
"GOBP_FUNGIFORM_PAPILLA_DEVELOPMENT",-0.342091549173558,-0.553480272219991,-0.520326462402849,-0.283415844076251,0.253928892604227,-0.0401292537149691,-0.0308243652335702,0.391913663824567,0.268247731595072
"GOBP_FUNGIFORM_PAPILLA_MORPHOGENESIS",-0.458306846274127,-0.765545966554175,-0.728133334212353,-0.11158360687045,0.240573167251826,-0.0895304465216752,0.250269602212779,0.464838432564256,0.559407509240846
"GOBP_REGULATION_OF_MESONEPHROS_DEVELOPMENT",-0.400923526827456,-0.522359929646446,-0.478067165810884,0.439379920487779,0.64925888301901,0.673076270898952,-0.300366745823907,-0.165149179461933,0.339481118351144
"GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_BIPOLAR_CELL_POLARITY",-0.225612471550781,-0.11351898150289,-0.249998599142401,-0.0691915912013052,-0.121799990503661,0.0911115024381413,0.23531980702818,0.185472165779643,0.296941426382386
"GOBP_RETINA_VASCULATURE_DEVELOPMENT_IN_CAMERA_TYPE_EYE",0.298630683896573,-0.303274175387558,-0.444642461320482,0.147261868386915,0.116353904876141,0.0290257623733917,0.0885865926790826,-0.0867130780892574,0.207510785878534
"GOBP_RETINA_VASCULATURE_MORPHOGENESIS_IN_CAMERA_TYPE_EYE",0.213684494515826,-0.293503455632063,-0.528355787513732,-0.123841987746275,0.358385708450767,0.119842174616106,0.158984830052281,0.237642364008846,0.239003121388267
"GOBP_SMOOTH_MUSCLE_CELL_MATRIX_ADHESION",-0.305166557171508,-0.743318482201982,-0.710873829727542,0.568405344909355,0.763622212659812,0.582083910376481,-0.0757986841212909,-0.642921406993922,-0.0876477101153572
"GOBP_CORNEA_DEVELOPMENT_IN_CAMERA_TYPE_EYE",0.0718996745619033,-0.243599719864656,-0.036062954013762,0.255919077020644,0.213979966112273,0.213341744030466,-0.515714557235539,0.0502518549266106,-0.0316965611569086
"GOBP_RETINAL_BLOOD_VESSEL_MORPHOGENESIS",0.141504672968491,-0.300135374851997,-0.589968747211958,0.201466372307243,0.421672379239619,0.083019635771704,0.0245939029514126,0.478022747809345,0.179096707499265
"GOBP_CARDIAC_NEURAL_CREST_CELL_DIFFERENTIATION_INVOLVED_IN_HEART_DEVELOPMENT",0.140926917092819,-0.134021003382747,-0.299307243051272,0.152602921642512,0.303144504690954,0.182282038476254,-0.193473632411761,-0.304323138971764,0.333735374655763
"GOBP_CARDIAC_NEURAL_CREST_CELL_DEVELOPMENT_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS",0.0519333965029105,-0.344955843717038,-0.321675207861259,0.316385384362076,0.34047386533163,0.385074071919844,-0.247710782586859,-0.421718575327888,0.42782441974244
"GOBP_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT",-0.154661912987351,-0.480944366635864,-0.493356663503476,0.381028173092144,0.439011488497067,0.281376415451329,0.0491844175516495,-0.0894259604918031,-0.0405034653271267
"GOBP_BMP_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT",-0.411086890639691,-0.565209088367622,-0.613012397688428,0.67221854858846,0.519314620215352,0.55791080210294,-0.00288474656737514,-0.0587082579828371,0.162726810242576
"GOBP_NOTCH_SIGNALING_INVOLVED_IN_HEART_DEVELOPMENT",0.0522959327229568,-0.402240422417669,-0.429997299243529,-0.286936426910727,0.123043816847204,-0.164958562359156,0.548428935374476,0.0492746758378641,-0.0413172912632687
"GOBP_CANONICAL_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT",-0.0916808172091418,-0.123434560200797,-0.685455898973565,0.425474821689491,0.12568552860448,-0.257037175373904,-0.430614934062245,0.250095743261356,0.278220672546746
"GOBP_CANONICAL_WNT_SIGNALING_PATHWAY_INVOLVED_IN_CARDIAC_MUSCLE_CELL_FATE_COMMITMENT",-0.0634740399790738,-0.123477687232148,-0.477713829893268,0.450690022464183,-0.372545572326827,-0.0192233082623068,-0.476397244336942,0.260162256770442,0.326171066788055
"GOBP_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS",-0.170518582788014,-0.533189024799306,-0.668430889714295,0.23732530144336,0.277618709003264,0.283236472856906,0.425294093624348,0.0276790844427471,0.361895293391987
"GOBP_RENAL_TUBULE_DEVELOPMENT",0.0353345296313841,-0.479359250937596,-0.388829018623397,0.189388727865419,0.39389954321111,0.182064603970879,-0.209529961257938,-0.161984363164297,0.329377354818109
"GOBP_CARDIAC_CONDUCTION",0.15411358253037,0.298399335824506,0.325374190207822,0.031669204477766,0.141137710173232,-0.000343773864437458,-0.52137405975789,-0.25249499702084,-0.255014136414657
"GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_MONOPOLAR_CELL_POLARITY",-0.173878193745994,-0.134851860352972,-0.212382333431142,-0.0943228267607517,-0.0420283352519438,0.0446207288486873,0.204373491626212,0.171366183095887,0.158040083964982
"GOBP_CELL_ADHESION_INVOLVED_IN_HEART_MORPHOGENESIS",0.22067554500874,-0.4515859701416,-0.21991560972589,0.461237278427811,0.160370208913397,0.435966757950165,-0.515714711323991,0.0104823781337281,-0.340047363979087
"GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION",0.0724782714673489,-0.297772070575686,-0.336425207679431,-0.155214736297734,-0.0103762845899156,-0.161576864220742,0.0957960838691445,0.0877729650594408,0.306393425569545
"GOBP_WNT_PROTEIN_SECRETION",0.292906914213847,0.320780469731272,0.385315671787047,-0.502239188979044,-0.055500389381228,-0.353049669703404,-0.295941940395538,-0.116306465469627,-0.311703209461584
"GOBP_REGULATION_OF_WNT_PROTEIN_SECRETION",0.224976557454331,0.19904956776916,0.29191124173314,-0.422296167150258,0.103066773386194,-0.406412915122695,-0.301808282459014,-0.23499645142646,0.0173296707023418
"GOBP_POSITIVE_REGULATION_OF_TRIGLYCERIDE_LIPASE_ACTIVITY",-0.262658245576078,-0.272107309315692,-0.169315489220867,0.179342263740026,0.589183284149842,0.601541331490353,-0.153522159966104,-0.400222569357238,-0.12943320380144
"GOBP_BEHAVIORAL_RESPONSE_TO_CHEMICAL_PAIN",-0.629458638201029,0.0413585463444249,-0.206022273312233,0.463668803217,0.55719469596763,-0.153700330930793,-0.743486853100025,-0.741940616482055,0.612472043585377
"GOBP_TESTOSTERONE_BIOSYNTHETIC_PROCESS",0.14735860947746,-0.190736469753237,0.0653658631820449,0.370259566274199,0.400464282106647,0.142234305265784,-0.574713110393794,-0.335463460937426,-0.714256956744095
"GOBP_TRABECULA_MORPHOGENESIS",-0.036801067550119,-0.381875091759194,-0.378580747758338,0.0134964607312307,0.0317113113941521,0.290970810112695,0.153642199527998,0.152818949306082,0.128981677662347
"GOBP_HEART_TRABECULA_MORPHOGENESIS",0.0567907984943491,-0.311980005008907,-0.374837590826828,-0.197362262737345,0.0182701207127664,0.33548144898478,0.152431429502026,0.160424587681013,0.0946250058314302
"GOBP_REGULATION_OF_EXTENT_OF_CELL_GROWTH",0.0971485903863093,0.403335114958629,0.149306971079866,-0.39781035279801,-0.139244391380355,-0.250825659303545,-0.253831970833173,0.0239500981556079,-0.0611988834647684
"GOBP_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA",0.0349887936340036,-0.504143608871615,-0.645904499926333,-0.167184206806509,-0.249708660051822,-0.236289934674797,0.420520277935325,0.542720104663636,0.420201584814631
"GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA",-0.00709773387658125,-0.731824855013521,-0.762335944654253,-0.039877023857202,-0.616190028845939,0.161359243056251,0.779128615218973,0.677722386136224,0.706786041306303
"GOBP_BONE_TRABECULA_MORPHOGENESIS",-0.32409590915738,-0.40449144112137,-0.310463371025958,0.345099722300891,-0.0340403238305032,0.10427745604551,0.209551763134368,0.141904009886399,0.30694638242674
"GOBP_ESTABLISHMENT_OF_SKIN_BARRIER",-0.126237402955037,-0.0115111761503059,0.102183632784226,0.118346495284076,0.38817132746889,0.189713706299938,-0.428765108255142,-0.376267225097089,-0.077397380154396
"GOBP_RENAL_SYSTEM_VASCULATURE_DEVELOPMENT",0.111717400498482,-0.531477634165339,-0.496480032912997,0.409999411042735,0.331724676965366,0.43752943258139,0.0470524447599779,-0.194965361734851,0.118641859615279
"GOBP_RENAL_SYSTEM_VASCULATURE_MORPHOGENESIS",-0.0394008074882648,-0.734362956188356,-0.730133966422885,0.594493671136078,-0.000541906780321316,0.546584893117451,0.54015578039711,0.196223430822089,0.329442193356664
"GOBP_CONNECTIVE_TISSUE_DEVELOPMENT",-0.11778808486086,-0.327356802742948,-0.32215352932042,0.180198926503727,0.170904346508258,0.196030519095974,-0.0701375452156989,-0.0570127904298468,0.11577469623513
"GOBP_TROPHOBLAST_CELL_MIGRATION",0.12156231640996,-0.221354857993435,-0.363728180490243,0.205315940015525,-0.094685481960953,0.203206664736175,-0.074327629162496,0.11963155988795,0.144377265290154
"GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT",0.0816867179013399,-0.300724348008064,-0.300887267798204,0.0462813531781814,0.206155957727103,0.0121751320724643,0.00543192025238864,-0.0215340310186954,0.109779104245768
"GOBP_PROTEIN_LOCALIZATION_TO_LYSOSOME",-0.0259991525188322,0.193348915776244,-0.158451783555786,-0.315785251515233,0.102311135517228,-0.256047759236023,-0.00824711235192571,0.208919574333994,0.0216114586965274
"GOBP_REGULATION_OF_TYPE_B_PANCREATIC_CELL_PROLIFERATION",-0.0343936321900607,-0.125615581480942,0.104611253480728,-0.185456253583255,0.0594209471528071,-0.430626562144602,0.299566998434449,-0.292038617344049,0.2602814326932
"GOBP_T_FOLLICULAR_HELPER_CELL_DIFFERENTIATION",0.137149275735643,0.456658495079192,0.315814608182747,0.294742222334435,-0.724512420040058,-0.344097857330191,0.319498660325012,0.354915023433586,-0.445902219099063
